,inputs1,inputs2,labels
239,I lost a bet with my kids. I had to give them a piggy back ride.,I lost a bet with my kids. I had to make dinner for them.,0
240,I got a job at the train station working as a janitor.,I got a job at the train station working at the ticket booth.,1
241,When I went to court last friday I was given six months on probation.,When I went to court last friday I was given six months incarceration.,0
242,I was working my my barn on the farm. I was kicked by my horse and my shoulder was broken.,I was working my my barn on the farm. I fell into a pile of horse poop when I was in the barn.,1
243,I took my skateboard to the skate park to skate.,I took my skateboard to the driveway in front of the house to skate.,0
244,I couldn't get into the exclusive night club because I guessed the entrance password incorrectly.,I got into the exclusive night club because I guessed the entrance password.,1
245,I found the perfect dress for prom.  The dress fit perfectly and did not need to be tailored at all. ,I found the perfect dress for prom. ,0
246,"I managed to install my own new garbage compactor, I accidentally dropped my model airplane set in it though.","I managed to install my own new garbage compactor, I accidentally dropped my egg salad in it though.",1
247,My boyfriend was barbequeing on the pit. He cooked chicken.,My boyfriend was barbequeing on the pit.,0
248,"My friends and I waited in the waiting room for the skydiving instructor, shaking with fear.","My friends and I waited in the waiting room for the skydiving instructor, tingling with anticipation.",1
249,I couldn't ride on my skateboard because it was raining outside.,I couldn't ride on my skateboard because one of the wheels was broken.,0
250,"I went down to the post office to mail a letter but realized I'd forgotten stamps, and the post office didn't have any for sale.","I went down to the post office to mail a letter but realized I'd forgotten stamps, so I bought some.",1
251,I went out to eat at a restaurant with friends. Someone at another table paid for our meal,I went out to eat at a restaurant with friends,0
252,"My girlfriend and I went to Florida for spring break. People were puking all over the place, we just couldn't stand it.",My girlfriend and I went to Florida for spring break. It was very loud and crowded.,1
253,I smelled something burning. It was a marshmallow.,I smelled something burning. It was scorched toast.,0
254,I was walking to school one day.,I was walking to school one day. It took me less time than usual.,1
255,"I was pulling out weeds, the sun was out.","I was pulling out weeds, I got bit by a bee.",0
256,I never learned to weed a garden.,I never learned to weed a garden.  I hired some people to help me learn.,1
257,"When I got on the subway to go to the library and then the gym, I was surprised to see someone from school I barely knew but would like to get to know, carrying and gym bag and a school backpack.","When I got on the subway to go to the library and then the gym, I was surprised to see someone from school I barely knew and felt uneasy around, carrying a full set of antlers on a packed subway.",0
258,I tried to make it to the subway in time and was late.,I tried to make it to the subway in time and I did.,1
259,I was working in the flower garden. It was a nice day.,I was working in the flower garden.,0
260,"I cooked fish for the very first time. I salted it too much, it was not good.",I cooked fish for the very first time.,1
261,I went to have dinner with friends. I saw my friends from high school and had steak.,"I went to have dinner with friends. Some friends showed up, but some cancelled.",0
262,The pictures I took at my daughter's birthday party came out blurry. ,The pictures I took at my daughters birthday party came out clear. ,1
263,I signed up for gym class. I am not looking forward to it.,I signed up for gym class. I noticed the school bully had signed up for the same class.,0
264,My dog keeps trying to climb into my lap and knock my soup over.,My dog keeps trying to climb into my lap and lick my face.,1
265,I gave a speech for my class. ,I gave a speech for my class.  I stuttered the whole time and was given unenthusiastic applause. ,0
266,I went to the vending machines in the hospital waiting room to get something to drink. ,I went to the vending machines in the hospital waiting room to get something to drink.  Someone left money in the vending machine so I got a free drink. ,1
267,My Dad took me to the hockey game. Our favorite team lost.,My Dad took me to the hockey game. We could not watch the game from our seats.,0
268,I took a trip down to the pawn shop.,I took a trip down to the pawn shop. They had some good deals.,1
269,I bought a new computer.,I bought a new computer. The mouse on it wasn't working.,0
270,I decided to try to catch some jellyfish for an experiment. The net I was using got entangled in seaweed.,I decided to try to catch some jellyfish for an experiment. They were hard to sneak up on.,1
271,I got a call from the hospital.  Mom was doing okay.,I got a call from the hospital.,0
272,I went through my teenager's bedroom closet and found some money saved up for drinks.,I went through my teenager's bedroom closet and found some money saved up for college.,1
273,I went to middle school. It was boring.,I went to middle school.The cafeteria lunch was quite bad.,0
274,"When I got to the fitness center, it smelled like sweaty gym shorts.","When I got to the fitness center, it smelled like lemon cleaner.",1
